source,title,company,location_work_arrangement,salary,posted_at_utc,posting_age_hours,match_score,status,why_candidate,biggest_gap,application_url
We Work Remotely,Ping Identity: Customer Success Manager,Ping Identity,Remote,,2026-09-26T07:30:50+00:00,15.4,70,Review today — live source lead; confirm direct employer application page,"Target role title matches customer success, support, implementation, onboarding, CRM, or operations.","Confirm employer-direct application page, Ohio/US eligibility, and stated experience requirements before applying.",https://weworkremotely.com/remote-jobs/ping-identity-customer-success-manager-1
